MachineName,ServerName,Instance,IsClustered,ComputerNamePhysicalNetBIOS,Edition,ProductLevel,ProductUpdateLevel,ProductVersion,ProductMajorVersion,ProductMinorVersion,ProductBuild,ProductBuildType,ProductUpdateReference,ProcessID,Collation,IsFullTextInstalled,IsIntegratedSecurityOnly,FilestreamConfiguredLevel,IsHadrEnabled,HadrManagerStatus,InstanceDefaultDataPath,InstanceDefaultLogPath,Build CLR Version,IsXTPSupported,IsPolybaseInstalled,IsRServicesInstalled
DESKTOP-CRGGHNQ,DESKTOP-CRGGHNQ,NULL,0,DESKTOP-CRGGHNQ,Developer Edition (64-bit),RTM,NULL,14.0.2027.2,14,0,2027,GDR,KB4505224,4484,SQL_Latin1_General_CP1_CI_AS,0,1,0,0,1,C:\Program Files\Microsoft SQL Server\MSSQL14.MSSQLSERVER\MSSQL\DATA\,C:\Program Files\Microsoft SQL Server\MSSQL14.MSSQLSERVER\MSSQL\DATA\,v4.0.30319,1,0,0
